ATK Tahtitieteessa kurssin harjoitustyo:
Kirkkaimpien tahtien koordinaatit ja naennainen magnitudi
      RA (deg)     DEC (deg)     VMAG 
     44.900417    -25.274166     5.710
     45.183750     10.870278     5.950
     44.909584    -32.507221     6.310
     45.212502     -2.878611     6.110
     45.475418     26.462223     5.900
     47.928333     81.470558     5.950
     45.291668     -7.662778     5.750
     45.467918      5.336111     6.250
     44.699165    -64.071388     4.990
     45.593750      4.352777     5.610
     45.570000      4.089722     2.530
     45.483749     -9.961389     5.830
     45.538750     -6.494722     6.190
     45.407082    -28.091667     5.890
     46.199165     53.506390     2.930
     45.876251     28.269722     6.360
     45.676250     -7.685278     5.320
     46.384998     56.705833     4.760
     45.597916    -23.624445     4.090
     46.416248     56.068611     6.110
     46.294167     38.840275     3.390
     46.829166     64.057777     5.890
     46.336666     40.582500     6.050
     46.169582     15.856112     6.490
     46.068333     -7.600833     5.260
     46.158749      1.863611     6.050
     46.361252     25.255278     6.800
     46.361252     25.255278     7.000
     45.732918    -46.975002     5.820
     47.016251     52.213333     6.310
     46.598751     13.187222     5.620
     47.984585     74.393608     4.870
     46.947498     47.308334     6.410
     45.903332    -59.737778     5.110
     46.639584     -6.088611     5.270
     47.042084     40.955555     2.120
     47.266666     49.613331     4.050
     46.857082     17.880001     6.110
     45.564167    -71.902504     5.530
     47.088333     18.795000     6.270
     47.374168     44.857220     3.800
     47.161251      8.470833     6.280
     46.962082    -27.831112     6.190
     47.402916     29.076946     5.720
     47.536667     27.820002     6.420
     47.612499     26.896389     6.020
     47.822498     39.611664     4.630
     47.662083     11.872500     5.980
     48.110001     47.725834     6.330
     48.040001     42.376110     6.150
     47.907501     19.726667     4.350
     47.841251     13.047778     6.120
     47.647499    -23.738333     6.380
     48.059166     27.256945     5.790
     47.828335     -3.811667     6.050
     48.349998     48.176945     5.900
     47.820000    -16.025278     6.260
     48.110001      6.660833     5.560
     46.955002    -69.265556     6.150
     47.614166    -48.734165     6.120
     50.082085     77.734718     5.450
     48.193333     -1.196111     5.060
     48.017918    -28.986944     3.870
     48.950001     57.140835     5.790
     53.083752     84.911110     5.610
     48.736252     42.503887     6.070
     49.381668     65.658615     6.360
     48.107498    -44.419724     5.930
     49.050835     50.937778     5.030
     48.256248    -35.943890     6.270
     48.835415     30.556665     5.520
     48.725418     21.044443     4.890
     49.019585     45.345833     6.160
     48.408333    -29.804167     6.160
     48.945835     32.856388     6.310
     49.007915     34.688614     6.250
     48.138332    -57.321667     5.740
     49.146252     32.183613     6.060
     49.297501     40.483334     6.450
     48.750832    -26.100279     6.250
     46.883335    -78.989441     5.570
     49.447498     44.025002     5.470
     49.003750     -5.918611     6.170
     48.958332     -8.819722     4.800
     49.997501     65.652222     4.840
     49.440834     39.283333     5.960
     49.657501     50.222221     5.150
     49.148750     -9.154444     6.140
     49.781666     50.094997     5.030
     49.047085    -30.827501     6.650
     49.682499     34.222778     4.820
     49.593334     -0.930278     5.380
     49.511665    -28.796944     5.910
     49.592083    -22.511389     4.880
     49.982498     27.071112     5.900
     49.840416      3.370278     4.830
     49.671665    -18.559721     5.710
     49.360832    -47.751667     5.850
     50.084999     29.048332     4.470
     50.106667     25.662777     6.120
     50.469166     49.070831     5.930
     50.360416     43.329445     4.950
     49.879166    -21.757778     3.690
     49.895000    -24.123056     5.610
     50.306667     21.146944     5.280
     49.442501    -62.575275     5.540
     50.278332      3.675556     5.690
     49.982082    -43.069721     4.270
     51.168751     64.586113     5.230
     49.553749    -62.506390     5.240
     50.805000     49.213333     5.290
     50.549583     27.607500     5.520
     50.188332    -26.606390     6.390
     49.495834    -66.926941     6.050
     50.688332     20.741945     5.090
     50.349998    -23.635277     5.520
     51.080833     49.861111     1.790
     50.567917    -25.587778     6.350
     51.123749     33.535831     5.610
     51.451668     53.921669     6.510
     50.388748    -47.776943     6.390
     51.077084     24.724167     5.500
     50.912918      4.881945     6.380
     50.824165     -7.794167     6.200
     48.990002    -77.388329     5.520
     51.289165     41.257221     6.510
     51.108749     20.803610     6.080
     51.042084     12.629444     6.040
     51.489166     49.120831     6.090
     51.203335      9.028889     3.600
     50.935833    -32.707222     6.500
     52.581249     71.863884     6.320
     52.098331     60.255554     6.490
     52.012917     49.062778     4.980
     52.267082     59.940277     4.210
     51.763332     18.756390     6.570
     52.218334     49.848331     5.580
     51.792500      9.732778     3.740
     51.827915     12.735001     6.280
     52.478748     58.878609     4.540
     52.086666     33.807499     5.610
     51.482498    -35.920834     6.390
     52.547085     59.366108     6.130
     52.342083     49.508888     4.670
     51.593750    -27.317501     5.930
     52.500832     55.451946     5.090
     52.359165     46.937778     6.240
     52.110832     22.804167     6.030
     51.548752    -41.636948     6.320
     52.004166    -11.286667     5.730
     52.654167     48.103611     5.820
     52.643749     47.995277     4.360
     51.010418    -69.624725     6.150
     51.889168    -35.681389     5.710
     53.801666     73.346947     6.570
     52.872501     49.209724     6.290
     52.047916    -35.853333     6.500
     52.954582     49.400833     6.390
     52.412918     -6.805000     5.990
     52.602085     11.336389     5.140
     52.400002    -12.674723     5.590
     53.035831     48.023609     5.470
     51.400833    -69.336388     5.960
     52.836666     27.571945     5.960
     52.718334     12.936666     4.110
     52.689167      6.188611     5.940
     53.383751     58.764999     6.400
     53.109585     46.056942     5.310
     52.654583     -5.075278     4.730
     53.421665     57.868889     6.370
     53.162918     44.855553     6.410
     53.412498     54.974724     5.980
     53.166668     35.461666     5.900
     52.479168    -42.634167     5.780
     52.556667    -41.369999     6.120
     53.753334     60.041111     6.460
     53.396252     39.899445     5.810
     53.150002      9.373611     5.770
     54.853333     75.739716     6.270
     52.654167    -47.375275     5.990
     52.974583    -25.614166     6.380
     52.344582    -62.937500     4.720
     53.232498     -9.458333     3.730
     53.534584     17.832779     6.170
     53.610832     24.464445     5.920
     54.122501     48.192780     4.230
     53.447083    -21.632778     4.270
     53.705002      6.417778     6.490
     53.145000    -50.378609     5.680
     53.655834     -9.868611     6.250
     52.715000    -66.489716     5.830
     53.486668    -31.080278     6.200
     54.582085     56.932777     6.300
     53.639584    -31.874722     6.400
     53.215000    -61.016945     6.410
     54.500832     42.583054     6.420
     53.990417    -11.193611     5.570
     54.197083      0.587778     5.710
     54.072498    -17.466946     5.230
     54.218334      0.401667     4.280
     54.449165     15.430834     6.390
     54.750416     20.915833     6.500
     53.602917    -65.764442     6.750
     55.538750     63.216667     5.100
     54.273750    -40.274723     4.580
     62.506248     86.626114     5.860
     54.621666     -7.391666     5.850
     52.494999    -78.351944     5.700
     54.857082     16.536667     6.160
     54.754581     -5.626111     5.960
     55.677917     59.969444     5.760
     55.282917     37.579998     5.570
     54.698750    -27.943054     6.010
     54.962917      3.056944     5.570
     54.909584     -3.393055     6.230
     54.855835    -10.437222     6.190
     55.192917     25.329445     6.110
     54.997917     -1.120556     6.120
     55.047501    -15.226666     6.330
     55.159584     -5.210556     5.530
     55.731251     47.787498     3.010
     55.593750     33.965000     4.970
     56.503750     67.201660     5.800
     55.307499    -11.803056     6.490
     55.578751     19.700279     5.690
     56.026669     48.523609     6.060
     55.343334    -19.584723     6.590
     56.509583     63.344997     4.800
     56.170418     46.099720     6.110
     56.079582     32.288334     3.830
     55.946667     19.664999     6.140
     56.130833     36.459999     5.590
     55.562084    -31.938332     5.000
     56.298332     42.578609     3.770
     55.812084     -9.763333     3.540
     56.117085     20.928610     6.100
     57.307499     70.871117     5.440
     55.890835    -10.485556     5.600
     56.200832     24.289444     5.460
     56.497082     45.681946     5.660
     56.218750     24.113335     3.700
     55.708752    -37.313610     4.590
     56.290417     24.839167     5.640
     56.302082     24.467222     4.300
     56.127083     -1.163056     5.250
     56.884167     55.922501     6.100
     57.589584     71.332222     4.630
     56.456665     24.367779     3.870
     56.235416     -0.296667     5.550
     56.476665     24.554722     5.760
     56.512085     24.528055     6.430
     56.418335      6.050000     5.350
     54.125000    -78.323051     6.290
     57.380001     65.526115     4.470
     56.581665     23.948332     4.180
     56.025833    -40.660278     6.450
